Index,Regions,Sub-Regions,Country,Company Name,Industry Tag,CUSIP,ISIN,SEDOL,FIGI,CIK,Ticker,MIC Code,Exchange,Market Currency
23,"Europe, The Middle East and Africa",Central and Eastern Europe,Poland,PEPCO GROUP NV,Diversified Retail,,NL0015000AU7,BMXNYN0,,,PCO,XWAR,Warsaw Stock Exchange,PLN
24,"Europe, The Middle East and Africa",Central and Eastern Europe,Poland,BANK PEKAO SA,Banking Services,S54731138,PLPEKAO00016,5473113,,,PEO,XWAR,Warsaw Stock Exchange,PLN
25,"Europe, The Middle East and Africa",Central and Eastern Europe,Poland,PGE POLSKA GRUPA ENERGETYCZNA SA,Electrical Utilities & IPPs,,PLPGER000010,B544PW9,,,PGE,XWAR,Warsaw Stock Exchange,PLN
26,"Europe, The Middle East and Africa",Central and Eastern Europe,Poland,ORLEN SA,Oil & Gas,S58100660,PLPKN0000018,5810066,,,PKN,XWAR,Warsaw Stock Exchange,PLN
27,"Europe, The Middle East and Africa",Central and Eastern Europe,Poland,POWSZECHNA KASA OSZCZEDNOSCI BANK,Banking Services,,PLPKO0000016,B03NGS5,,,PKO,XWAR,Warsaw Stock Exchange,PLN
28,"Europe, The Middle East and Africa",Central and Eastern Europe,Poland,PZU SA,Insurance,,PLPZU0000011,B63DG21,,,PZU,XWAR,Warsaw Stock Exchange,PLN
29,"Europe, The Middle East and Africa",Central and Eastern Europe,Poland,SANTANDER BANK POLSKA SA,Banking Services,S71536395,PLBZ00000044,7153639,,,SPL,XWAR,Warsaw Stock Exchange,PLN
30,"Europe, The Middle East and Africa",Central and Eastern Europe,Poland,TAURON POLSKA ENERGIA SA,Integrated Utilities,,PLTAURN00011,B5P7L41,,,TPE,XWAR,Warsaw Stock Exchange,PLN
31,"Europe, The Middle East and Africa",Central and Eastern Europe,Poland,XTB SA,Investment & Securities Firms,,PLXTRDM00011,BZ059D5,,,XTB,XWAR,Warsaw Stock Exchange,PLN
32,"Europe, The Middle East and Africa",Central Europe,Austria,AGRANA BETEILIGUNGS AG,Food & Tobacco,,AT000AGRANA3,BF0X9L7,,,AGR,XWBO,Wiener Boerse,EUR
33,"Europe, The Middle East and Africa",Central Europe,Austria,ANDRITZ AG,"Machinery, Equipment & Components",,AT0000730007,B1WVF68,,,ANDR,XWBO,Wiener Boerse,EUR
34,"Europe, The Middle East and Africa",Central Europe,Austria,AT & S AUSTRIA TECHNOLOGIE & SYSTE,Semiconductors & Chip Technologies,,AT0000969985,B2RK5K1,,,ATS,XWBO,Wiener Boerse,EUR
35,"Europe, The Middle East and Africa",Central Europe,Austria,BAWAG GROUP AG,Banking Services,,AT0000BAWAG2,BZ1GZ06,,,BG,XWBO,Wiener Boerse,EUR
36,"Europe, The Middle East and Africa",Central Europe,Austria,CA IMMOBILIEN ANLAGEN AG,Real Estate Operations,S56810468,AT0000641352,5681046,,,CAI,XWBO,Wiener Boerse,EUR
37,"Europe, The Middle East and Africa",Central Europe,Austria,DO & CO AKTIENGESELLSCHAFT AG,Hotels & Entertainment Services,S54923453,AT0000818802,5492345,,,DOC,XWBO,Wiener Boerse,EUR
38,"Europe, The Middle East and Africa",Central Europe,Austria,ERSTE GROUP BANK AG,Banking Services,S52898376,AT0000652011,5289837,,,EBS,XWBO,Wiener Boerse,EUR
39,"Europe, The Middle East and Africa",Central Europe,Austria,EVN AG,Electrical Utilities & IPPs,S42953745,AT0000741053,4295374,,,EVN,XWBO,Wiener Boerse,EUR
40,"Europe, The Middle East and Africa",Central Europe,Austria,IMMOFINANZ AG,Real Estate Operations,,AT0000A21KS2,BFZ5BQ7,,,IIA,XWBO,Wiener Boerse,EUR
41,"Europe, The Middle East and Africa",Central Europe,Austria,LENZING AG,Chemicals,S45123304,AT0000644505,4512330,,,LNZ,XWBO,Wiener Boerse,EUR
42,"Europe, The Middle East and Africa",Central Europe,Austria,MAYR-MELNHOF KARTON AG ,Containers & Packaging,,AT0000938204,,,,MMK,XWBO,Wiener Boerse,EUR
43,"Europe, The Middle East and Africa",Central Europe,Austria,OMV AG,Oil & Gas,S46514592,AT0000743059,4651459,,,OMV,XWBO,Wiener Boerse,EUR
44,"Europe, The Middle East and Africa",Central Europe,Austria,PALFINGER AG,"Machinery, Equipment & Components",S57003501,AT0000758305,5700350,,,PAL,XWBO,Wiener Boerse,EUR
45,"Europe, The Middle East and Africa",Central Europe,Austria,PORR AG,Construction & Engineering,S40199507,AT0000609607,4019950,,,POS,XWBO,Wiener Boerse,EUR
46,"Europe, The Middle East and Africa",Central Europe,Austria,OSTERREICHISCHE POST AG,Freight & Logistics Services,,AT0000APOST4,B1577G7,,,POST,XWBO,Wiener Boerse,EUR
47,"Europe, The Middle East and Africa",Central Europe,Austria,RAIFFEISEN BANK INTERNATIONAL AG,Banking Services,,AT0000606306,B0704T9,,,RBI,XWBO,Wiener Boerse,EUR
48,"Europe, The Middle East and Africa",Central Europe,Austria,SCHOELLER-BLECKMANN OILFIELD EQUIP,Energy Equipment & Services,S75713057,AT0000946652,7571305,,,SBO,XWBO,Wiener Boerse,EUR
49,"Europe, The Middle East and Africa",Central Europe,Austria,SEMPERIT HOLDING AG,Automobiles & Auto Parts,S57602807,AT0000785555,5760280,,,SEM,XWBO,Wiener Boerse,EUR
50,"Europe, The Middle East and Africa",Central Europe,Austria,STRABAG SE ,Construction & Engineering,,AT000000STR1,,,,STR,XWBO,Wiener Boerse,EUR
51,"Europe, The Middle East and Africa",Central Europe,Austria,UNIQA INSURANCE GROUP AG,Insurance,S44223329,AT0000821103,4422332,,,UQA,XWBO,Wiener Boerse,EUR
52,"Europe, The Middle East and Africa",Central Europe,Austria,VERBUND AG,Electrical Utilities & IPPs,S46616074,AT0000746409,4661607,,,VER,XWBO,Wiener Boerse,EUR
53,"Europe, The Middle East and Africa",Central Europe,Austria,VIENNA INSURANCE GROUP AG,Insurance,,AT0000908504,B0BKSS2,,,VIG,XWBO,Wiener Boerse,EUR
54,"Europe, The Middle East and Africa",Central Europe,Austria,VOESTALPINE AG,Metals & Mining,S49434020,AT0000937503,4943402,,,VOE,XWBO,Wiener Boerse,EUR
55,"Europe, The Middle East and Africa",Central Europe,Austria,WIENERBERGER AG,Construction Materials,S56993736,AT0000831706,5699373,,,WIE,XWBO,Wiener Boerse,EUR
56,"Europe, The Middle East and Africa",Middle East,Israel,Afi Properties Ltd,Real Estate Operations,,IL0010913544,B034CL3,,,AFPR,XTAE,Tel Aviv Stock Exchange,ILS
57,"Europe, The Middle East and Africa",Middle East,Israel,Africa Israel Residences Ltd,Residential Construction & Materials,,IL0010979487,B1JLLZ2,,,AFRE,XTAE,Tel Aviv Stock Exchange,ILS
58,"Europe, The Middle East and Africa",Middle East,Israel,Alony-Hetz Properties And Investme,Real Estate Operations,S60131547,IL0003900136,6013154,,,ALHE,XTAE,Tel Aviv Stock Exchange,ILS
59,"Europe, The Middle East and Africa",Middle East,Israel,Altshuler Shaham Financial Service,Investment & Securities Firms,,IL0011849366,BN11PN0,,,ALTF,XTAE,Tel Aviv Stock Exchange,ILS
60,"Europe, The Middle East and Africa",Middle East,Israel,Amot Investments Ltd,Real Estate Operations,,IL0010972789,B18MCB9,,,AMOT,XTAE,Tel Aviv Stock Exchange,ILS
61,"Europe, The Middle East and Africa",Middle East,Israel,Arad Investment And Industrial Ltd,Consumer Goods Conglomerates,S60476363,IL0007310183,6047636,,,ARAD,XTAE,Tel Aviv Stock Exchange,ILS
62,"Europe, The Middle East and Africa",Middle East,Israel,Airport City Ltd,Real Estate Operations,,IL0010958358,B0Z7M21,,,ARPT,XTAE,Tel Aviv Stock Exchange,ILS
63,"Europe, The Middle East and Africa",Middle East,Israel,Ashtrom Group Ltd,Construction & Engineering,,IL0011323156,BN5SBF1,,,ASHG,XTAE,Tel Aviv Stock Exchange,ILS
64,"Europe, The Middle East and Africa",Middle East,Israel,Azrieli Group Ltd,Real Estate Operations,,IL0011194789,B5MN1W0,,,AZRG,XTAE,Tel Aviv Stock Exchange,ILS
65,"Europe, The Middle East and Africa",Middle East,Israel,Azorim Investment Development And,Residential Construction & Materials,S60685294,IL0007150118,6068529,,,AZRM,XTAE,Tel Aviv Stock Exchange,ILS
66,"Europe, The Middle East and Africa",Middle East,Israel,Brack Capital Nv,Real Estate Operations,,NL0009690619,B556PC4,,,BCNV,XTAE,Tel Aviv Stock Exchange,ILS
67,"Europe, The Middle East and Africa",Middle East,Israel,Bezeq Israeli Telecommunication Co,Telecommunications Services,S60980323,IL0002300114,6098032,,,BEZQ,XTAE,Tel Aviv Stock Exchange,ILS
68,"Europe, The Middle East and Africa",Middle East,Israel,Big Shopping Centers Ltd,Real Estate Operations,,IL0010972607,B1KZR22,,,BIG,XTAE,Tel Aviv Stock Exchange,ILS
69,"Europe, The Middle East and Africa",Middle East,Israel,Blue Square Real Estate Ltd,Real Estate Operations,,IL0010985658,B1NV2H7,,,BLSR,XTAE,Tel Aviv Stock Exchange,ILS
70,"Europe, The Middle East and Africa",Middle East,Israel,Camtek Ltd,Semiconductors & Chip Technologies,,IL0010952641,B0WG737,,,CAMT,XTAE,Tel Aviv Stock Exchange,ILS
71,"Europe, The Middle East and Africa",Middle East,Israel,Cellcom Ltd,Telecommunications Services,,IL0011015349,B23WQK8,,,CEL,XTAE,Tel Aviv Stock Exchange,ILS
72,"Europe, The Middle East and Africa",Middle East,Israel,Check Point Software Technologies,Software & IT Solutions / Digital Services,M22465104,IL0010824113,2181334,,,CHKP,XNAS,Nasdaq Stock Market,USD
73,"Europe, The Middle East and Africa",Middle East,Israel,Cellebrite Di Ltd,Software & IT Solutions / Digital Services,,IL0011794802,BN7GN02,,,CLBT,XNAS,Nasdaq Stock Market,USD
74,"Europe, The Middle East and Africa",Middle East,Israel,Clal Insurance Enterprises Ltd,Insurance,S62006002,IL0002240146,6200600,,,CLIS,XTAE,Tel Aviv Stock Exchange,ILS
75,"Europe, The Middle East and Africa",Middle East,Israel,Carasso Motors Ltd,Specialty Retailers,,IL0011238503,B5MTMX6,,,CRSM,XTAE,Tel Aviv Stock Exchange,ILS
76,"Europe, The Middle East and Africa",Middle East,Israel,Cyber Ark Software Ltd,Software & IT Solutions / Digital Services,M2682V108,IL0011334468,BQT3XY6,,,CYBR,XNAS,Nasdaq Stock Market,USD
77,"Europe, The Middle East and Africa",Middle East,Israel,Danel Adir Yehoshua Ltd,Professional & Commercial Services,S62534334,IL0003140139,6253433,,,DANE,XTAE,Tel Aviv Stock Exchange,ILS
78,"Europe, The Middle East and Africa",Middle East,Israel,Delta Galil Industries Ltd,Textiles & Apparel,S62620208,IL0006270347,6262020,,,DELG,XTAE,Tel Aviv Stock Exchange,ILS
79,"Europe, The Middle East and Africa",Middle East,Israel,Yh Dimri Construction And Developm,Residential Construction & Materials,,IL0010903156,B02SX80,,,DIMRI,XTAE,Tel Aviv Stock Exchange,ILS
80,"Europe, The Middle East and Africa",Middle East,Israel,Discount Investment Corp. Ltd.,Real Estate Operations,,,,,,DISI,XTAE,Tel Aviv Stock Exchange,ILS
81,"Europe, The Middle East and Africa",Middle East,Israel,Delek Automotive Systems Ltd,Specialty Retailers,S62663018,IL0008290103,6266301,,,DLEA,XTAE,Tel Aviv Stock Exchange,ILS
82,"Europe, The Middle East and Africa",Middle East,Israel,Delek Group Ltd,Oil & Gas,S62196407,IL0010841281,6219640,,,DLEKG,XTAE,Tel Aviv Stock Exchange,ILS
83,"Europe, The Middle East and Africa",Middle East,Israel,Danya Cebus Ltd,Construction & Engineering,,IL0011731374,BNKHD79,,,DNYA,XTAE,Tel Aviv Stock Exchange,ILS
84,"Europe, The Middle East and Africa",Middle East,Israel,Doral Group Renewable Energy Resou,Renewable Energy,,IL0011667685,BMHMVP4,,,DORL,XTAE,Tel Aviv Stock Exchange,ILS
85,"Europe, The Middle East and Africa",Middle East,Israel,Israel Discount Bank Ltd,Banking Services,465074201,IL0006912120,6451271,,,DSCT,XTAE,Tel Aviv Stock Exchange,ILS
86,"Europe, The Middle East and Africa",Middle East,Israel,Electra Consumer Products Ltd,Specialty Retailers,,IL0050101299,B536CY7,,,ECP,XTAE,Tel Aviv Stock Exchange,ILS
87,"Europe, The Middle East and Africa",Middle East,Israel,Elco Ltd,Construction & Engineering,S63075451,IL0006940345,6307545,,,ELCO,XTAE,Tel Aviv Stock Exchange,ILS
88,"Europe, The Middle East and Africa",Middle East,Israel,Electra Real Estate Ltd,Real Estate Operations,,IL0010940448,B0H5D31,,,ELCRE,XTAE,Tel Aviv Stock Exchange,ILS
89,"Europe, The Middle East and Africa",Middle East,Israel,Electra Ltd,Construction & Engineering,S62988217,IL0007390375,6298821,,,ELTR,XTAE,Tel Aviv Stock Exchange,ILS
90,"Europe, The Middle East and Africa",Middle East,Israel,Enlight Renewable Energy Ltd,Electrical Utilities & IPPs,S67676775,IL0007200111,6767677,,,ENLT,XTAE,Tel Aviv Stock Exchange,ILS
91,"Europe, The Middle East and Africa",Middle East,Israel,Energean Plc,Oil & Gas,,,,,,ENOG,XTAE,Tel Aviv Stock Exchange,ILS
92,"Europe, The Middle East and Africa",Middle East,Israel,Energix Renewable Energies Ltd,Electrical Utilities & IPPs,,IL0011233553,B469X43,,,ENRG,XTAE,Tel Aviv Stock Exchange,ILS
93,"Europe, The Middle East and Africa",Middle East,Israel,Equital Ltd,Oil & Gas,S66773565,IL0007550176,6677356,,,EQTL,XTAE,Tel Aviv Stock Exchange,ILS
94,"Europe, The Middle East and Africa",Middle East,Israel,Elbit Systems Ltd,Aerospace & Defense,S63089130,IL0010811243,6308913,,,ESLT,XTAE,Tel Aviv Stock Exchange,ILS
95,"Europe, The Middle East and Africa",Middle East,Israel,First International Bank Ltd,Banking Services,S61238150,IL0005930388,6123815,,,FIBI,XTAE,Tel Aviv Stock Exchange,ILS
96,"Europe, The Middle East and Africa",Middle East,Israel,Fibi Bank Holding Ltd,Banking Services,S63394290,IL0007630119,6339429,,,FIBIH,XTAE,Tel Aviv Stock Exchange,ILS
97,"Europe, The Middle East and Africa",Middle East,Israel,Formula Systems Ltd,Software & IT Solutions / Digital Services,S63484257,IL0002560162,6348425,,,FORTY,XTAE,Tel Aviv Stock Exchange,ILS
98,"Europe, The Middle East and Africa",Middle East,Israel,Fox Wizel Ltd,Specialty Retailers,S65417412,IL0010870223,6541741,,,FOX,XTAE,Tel Aviv Stock Exchange,ILS
99,"Europe, The Middle East and Africa",Middle East,Israel,Fattal Holdings Ltd,Hotels & Entertainment Services,,IL0011434292,BG1YKN5,,,FTAL,XTAE,Tel Aviv Stock Exchange,ILS
100,"Europe, The Middle East and Africa",Middle East,Israel,Fiverr International Ltd,Software & IT Solutions / Digital Services,,IL0011582033,BKKDH30,,,FVRR,XNYS,New York Stock Exchange,USD
101,"Europe, The Middle East and Africa",Middle East,Israel,G City Ltd,Real Estate Operations,S65853962,IL0001260111,6585396,,,GCT,XTAE,Tel Aviv Stock Exchange,ILS
102,"Europe, The Middle East and Africa",Middle East,Israel,Gav-Yam Land Corp Ltd,Real Estate Operations,S60897246,IL0007590198,6089724,,,GVYM,XTAE,Tel Aviv Stock Exchange,ILS
103,"Europe, The Middle East and Africa",Middle East,Israel,Harel Insurance Investments & Fina,Insurance,S64107006,IL0005850180,6410700,,,HARL,XTAE,Tel Aviv Stock Exchange,ILS
104,"Europe, The Middle East and Africa",Middle East,Israel,Hilan Ltd,Software & IT Solutions / Digital Services,S62672308,IL0010846983,6267230,,,HLAN,XTAE,Tel Aviv Stock Exchange,ILS
105,"Europe, The Middle East and Africa",Middle East,Israel,Icl Group Ltd,Chemicals,S64555303,IL0002810146,6455530,,,ICL,XTAE,Tel Aviv Stock Exchange,ILS
106,"Europe, The Middle East and Africa",Middle East,Israel,Idi Insurance Company Ltd,Insurance,,IL0011295016,BD04HH8,,,IDIN,XTAE,Tel Aviv Stock Exchange,ILS
107,"Europe, The Middle East and Africa",Middle East,Israel,Israel Corporation Ltd,Chemicals,S68896786,IL0005760173,6889678,,,ILCO,XTAE,Tel Aviv Stock Exchange,ILS
108,"Europe, The Middle East and Africa",Middle East,Israel,Inmode Ltd,Medical Devices & Supplies,,IL0011595993,BK5Z9R9,,,INMD,XNAS,Nasdaq Stock Market,USD
109,"Europe, The Middle East and Africa",Middle East,Israel,Innoviz Technologies Ltd,Electronic Components & Systems,,IL0011745804,BMH7Z68,,,INVZ,XNAS,Nasdaq Stock Market,USD
110,"Europe, The Middle East and Africa",Middle East,Israel,Isracard Ltd,Banking Services,,IL0011574030,BJ0CJC3,,,ISCD,XTAE,Tel Aviv Stock Exchange,ILS
111,"Europe, The Middle East and Africa",Middle East,Israel,Israel-Canada Ltd,Real Estate Operations,S67426296,IL0004340191,6742629,,,ISCN,XTAE,Tel Aviv Stock Exchange,ILS
112,"Europe, The Middle East and Africa",Middle East,Israel,Isras Investment Company Ltd,Real Estate Operations,S64614969,IL0006130343,6461496,,,ISRS,XTAE,Tel Aviv Stock Exchange,ILS
113,"Europe, The Middle East and Africa",Middle East,Israel,Ituran Location And Control Ltd,Communications & Networking,,IL0010818685,B0LNCS9,,,ITRN,XNAS,Nasdaq Stock Market,USD
114,"Europe, The Middle East and Africa",Middle East,Israel,Kenon Holdings Ltd,Electrical Utilities & IPPs,,SG9999012629,BV8WW64,,,KEN,XTAE,Tel Aviv Stock Exchange,ILS
115,"Europe, The Middle East and Africa",Middle East,Israel,Kornit Digital Ltd,"Machinery, Equipment & Components",,IL0011216723,BWFRFD7,,,KRNT,XNAS,Nasdaq Stock Market,USD
116,"Europe, The Middle East and Africa",Middle East,Israel,Bank Leumi Le Israel,Banking Services,S60764255,IL0006046119,6076425,,,LUMI,XTAE,Tel Aviv Stock Exchange,ILS
117,"Europe, The Middle East and Africa",Middle East,Israel,Mehadrin Ltd,Food & Tobacco,S65761744,IL0006860147,6576174,,,MEDN,XTAE,Tel Aviv Stock Exchange,ILS
118,"Europe, The Middle East and Africa",Middle East,Israel,Migdal Insurance And Financial Hol,Insurance,S65090623,IL0010811656,6509062,,,MGDL,XTAE,Tel Aviv Stock Exchange,ILS
119,"Europe, The Middle East and Africa",Middle East,Israel,Magic Software Enterprises Ltd,Software & IT Solutions / Digital Services,559166103,IL0010823123,6328074,,,MGIC,XTAE,Tel Aviv Stock Exchange,ILS
120,"Europe, The Middle East and Africa",Middle East,Israel,Mega Or Holdings Ltd,Real Estate Operations,,IL0011044885,B2N78D0,,,MGOR,XTAE,Tel Aviv Stock Exchange,ILS
121,"Europe, The Middle East and Africa",Middle East,Israel,Melisron Ltd,Real Estate Operations,S65653107,IL0003230146,6565310,,,MLSR,XTAE,Tel Aviv Stock Exchange,ILS
122,"Europe, The Middle East and Africa",Middle East,Israel,Menorah Mivtachim Holdings Ltd,Insurance,S65778763,IL0005660183,6577876,,,MMHD,XTAE,Tel Aviv Stock Exchange,ILS
123,"Europe, The Middle East and Africa",Middle East,Israel,Mondaycom Ltd,Software & IT Solutions / Digital Services,,IL0011762130,BMHRYX8,,,MNDY,XNAS,Nasdaq Stock Market,USD
124,"Europe, The Middle East and Africa",Middle East,Israel,Maytronics Ltd,Electronic Components & Systems,,IL0010910656,B034DS7,,,MTRN,XTAE,Tel Aviv Stock Exchange,ILS
125,"Europe, The Middle East and Africa",Middle East,Israel,Matrix It Ltd,Software & IT Solutions / Digital Services,S67477547,IL0004450156,6747754,,,MTRX,XTAE,Tel Aviv Stock Exchange,ILS
126,"Europe, The Middle East and Africa",Middle East,Israel,Mivne Real Estate Ltd,Real Estate Operations,S64169808,IL0002260193,6416980,,,MVNE,XTAE,Tel Aviv Stock Exchange,ILS
127,"Europe, The Middle East and Africa",Middle East,Israel,Mizrahi Tefahot Bank Ltd,Banking Services,S69167039,IL0006954379,6916703,,,MZTF,XTAE,Tel Aviv Stock Exchange,ILS
128,"Europe, The Middle East and Africa",Middle East,Israel,Naphtha Israel Petroleum Corp Ltd,Oil & Gas,S66219668,IL0006430156,6621966,,,NFTA,XTAE,Tel Aviv Stock Exchange,ILS
129,"Europe, The Middle East and Africa",Middle East,Israel,Neogames S A Sa,Software & IT Solutions / Digital Services,,LU2263803020,BLD51J4,,,NGMS,XNAS,Nasdaq Stock Market,USD
130,"Europe, The Middle East and Africa",Middle East,Israel,Nice Ltd,Software & IT Solutions / Digital Services,S66471335,IL0002730112,6647133,,,NICE,XTAE,Tel Aviv Stock Exchange,ILS
131,"Europe, The Middle East and Africa",Middle East,Israel,Nano Dimension Sponsored Adr Repr,Electronic Components & Systems,63008G203,US63008G2030,BKTR9P9,,,NNDM,XNAS,Nasdaq Stock Market,USD
132,"Europe, The Middle East and Africa",Middle East,Israel,Nano X Imaging Ltd,Medical Devices & Supplies,,IL0011681371,BLB2P06,,,NNOX,XNAS,Nasdaq Stock Market,USD
133,"Europe, The Middle East and Africa",Middle East,Israel,O.Y. Nofar Energy Ltd,Electrical Utilities & IPPs,,IL0011708778,BMTS893,,,NOFR,XTAE,Tel Aviv Stock Exchange,ILS
134,"Europe, The Middle East and Africa",Middle East,Israel,Neto Malinda Trading Ltd,Food & Tobacco,,IL0011050973,B3CR0Y3,,,NTML,XTAE,Tel Aviv Stock Exchange,ILS
135,"Europe, The Middle East and Africa",Middle East,Israel,Nova Ltd,Semiconductors & Chip Technologies,S65341612,IL0010845571,6534161,,,NVMI,XTAE,Tel Aviv Stock Exchange,ILS
136,"Europe, The Middle East and Africa",Middle East,Israel,Nayax Ltd,Fintech Services / Digital Financial Platforms,,IL0011751166,BMXT7N9,,,NYAX,XTAE,Tel Aviv Stock Exchange,ILS
137,"Europe, The Middle East and Africa",Middle East,Israel,One Software Technologies Ltd,Software & IT Solutions / Digital Services,S69877090,IL0001610182,6987709,,,ONE,XTAE,Tel Aviv Stock Exchange,ILS
138,"Europe, The Middle East and Africa",Middle East,Israel,Opc Energy Ltd,Electrical Utilities & IPPs,,IL0011415713,BF8KKX9,,,OPCE,XTAE,Tel Aviv Stock Exchange,ILS
139,"Europe, The Middle East and Africa",Middle East,Israel,"Ormat Technologies, Inc.",Electrical Utilities & IPPs,,,,,,ORA,XTAE,Tel Aviv Stock Exchange,ILS
140,"Europe, The Middle East and Africa",Middle East,Israel,Oil Refineries Ltd,Oil & Gas,,IL0025902482,B1S0581,,,ORL,XTAE,Tel Aviv Stock Exchange,ILS
141,"Europe, The Middle East and Africa",Middle East,Israel,Perion Network Ltd,Software & IT Solutions / Digital Services,,IL0010958192,B29NPD1,,,PERI,XTAE,Tel Aviv Stock Exchange,ILS
142,"Europe, The Middle East and Africa",Middle East,Israel,Phoenix Holdings Ltd,Insurance,S64605900,IL0007670123,6460590,,,PHOE,XTAE,Tel Aviv Stock Exchange,ILS
143,"Europe, The Middle East and Africa",Middle East,Israel,Bank Hapoalim Bm,Banking Services,S60758083,IL0006625771,6075808,,,POLI,XTAE,Tel Aviv Stock Exchange,ILS
144,"Europe, The Middle East and Africa",Middle East,Israel,Prashkovsky Investments & Construc,Residential Construction & Materials,,IL0011021289,B3CR140,,,PRSK,XTAE,Tel Aviv Stock Exchange,ILS
145,"Europe, The Middle East and Africa",Middle East,Israel,Property & Bldg Corp Ltd,Real Estate Operations,S67057414,IL0006990175,6705741,,,PTBL,XTAE,Tel Aviv Stock Exchange,ILS
